Report #,Title,Report Type,Category,Severity,Date Discovered,Date Reported,Date Answered,Date Resolved,LCN,Part Number,Serial Number
A2UN-1-27163541,Update 2GFV00301-0002 Serial Number for 2BK:2 (ZM136),DQIM,CAT II,Low,5/6/14 19:22,5/6/14 19:36,7/24/14 16:45,10/1/14 5:04,A2823017,2GFV00301-0002,775
A2UN-1-27209921,Update 2GFV00602-0017 Serial Number for 2BF:34 (VK14),DQIM,CAT II,Low,5/7/14 20:43,5/7/14 21:10,6/18/14 18:17,8/20/14 2:19,A2842010,2GFV00602-0017,32
A2UN-1-27271791,"Serial Number Update on 2BF:0030 (168728) for PN: 2ZKH85140-0004, MFR PN: 275A505-203, SN: 02230",DQIM,CAT II,High,5/8/14 21:41,5/8/14 21:58,6/18/14 18:20,8/20/14 2:18,A4220028,275A505-203,2230
A2UN-1-27272557,"Serial Number Update on 2BF:0036 (168839) for PN: 2ZKH85140-0004, MFR PN: 275A505-203, SN: 02201",DQIM,CAT II,High,5/8/14 21:59,5/8/14 22:02,7/9/14 18:52,9/22/14 6:14,A4220029,275A505-203,2201
A2UN-1-27388921,Update 2GFV00602-0096 Serial Number for 2CF:10 (NJ100),DQIM,CAT II,Low,5/13/14 19:42,5/13/14 19:52,7/24/14 16:40,10/1/14 4:04,A2842010,2GFV00602-0096,12
A2UN-1-27489081,"Update CTOL flood light LCN/PN mappings for LCNs A3343010, A3343011, A3343013 and A3343014",DQIM,CAT II,Low,5/15/14 21:16,5/15/14 21:22,9/3/14 22:34,9/3/14 10:34,A3343010,0,0
A2UN-1-27514591,Request Serial Number Correction for PN 7P502JSF2 on BF-30,DQIM,CAT II,Medium,5/16/14 17:21,5/16/14 17:31,6/18/14 18:19,8/20/14 2:18,A,7P502JSF2,0
A2UN-1-27717131,Request Serial Number Correction for MFG PN 275A505-203 on 2BF:36,DQIM,CAT II,Low,5/22/14 19:49,5/22/14 19:57,7/9/14 21:08,9/22/14 6:14,A4220029,275A505-203,0
A2UN-1-27895141,"Serial Number Update on 2BF:0019 (168717) for PN: 2ZKH43070-0006, MFR PN: 34211800-0007, SN: 0023",DQIM,CAT II,Medium,5/29/14 18:56,5/29/14 18:59,6/10/14 21:43,8/20/14 2:17,A4821010,2ZKH43070-0006,23
A2UN-1-27919561,Update 2GDV00006-0002 Serial Number for 2AF:47 (11-5036) - A2613013,DQIM,CAT II,Low,5/30/14 12:36,5/30/14 12:53,6/10/14 21:37,8/20/14 2:17,A2613013,2GDV00006-0002,0
A2UN-1-27920176,Update 2GDV00006-0002 Serial Number for 2AF:47 (11-5036) - A2614030,DQIM,CAT II,Low,5/30/14 12:53,5/30/14 13:03,6/10/14 21:36,8/20/14 2:16,A2614030,2GDV00006-0002,0
A2UN-1-27920440,Update 2GDV00006-0002 Serial Number for 2AF:47 (11-5036) - A2613011,DQIM,CAT II,Low,5/30/14 13:42,5/30/14 13:48,6/10/14 21:34,8/20/14 2:16,A2613011,2GDV00006-0002,0
A2UN-1-27922024,Update 2GDV00006-0002 Serial Number for 2AF:47 (11-5036) - A2613010,DQIM,CAT II,Low,5/30/14 13:49,5/30/14 13:55,6/10/14 21:34,8/20/14 2:15,A2613010,2GDV00006-0002,0
A2UN-1-27922338,Update 2GDV00006-0002 Serial Number for 2AF:47 (11-5036) - A2614031,DQIM,CAT II,Low,5/30/14 13:56,5/30/14 14:03,6/10/14 21:32,8/20/14 2:15,A2614031,2GDV00006-0002,0
A2UN-1-28129734,Serial Tracking updates for parts due to CV_US SPIR DTR A2UN-1-28036821,DQIM,CAT II,Low,6/5/14 23:26,6/5/14 23:32,10/3/14 20:52,0,A,Multiple,0
A2UN-1-28234851,Update 2CHH51618-0011 Serial Number for 2BF:35 (VM12),DQIM,CAT II,Low,6/10/14 18:15,6/10/14 18:30,6/13/14 20:48,8/20/14 1:27,A9421076,2CHH51618-0011,296
A2UN-1-28236096,Update 2CHH51548-0003 Serial Number for 2AN:2 (F-002),DQIM,CAT II,Low,6/10/14 18:38,6/10/14 18:54,6/17/14 15:30,6/17/14 3:30,A9422086,2CHH51548-0003,98
A2UN-1-28239660,Update 2GFV00602-0064 Serial Number for 2AF:33 (11-5022),DQIM,CAT II,Low,6/10/14 19:31,6/10/14 19:46,7/7/14 21:40,9/8/14 1:54,A2841031,2GFV00602-0064,42
A2UN-1-28268561,Update 2GFV00602-0063 Serial Number for 2AF:33 (11-5022),DQIM,CAT II,Low,6/11/14 13:20,6/11/14 13:32,7/7/14 21:45,9/8/14 1:53,A2841030,2GFV00602-0063,40
A2UN-1-28269796,Update 2GFV00602-0065 Serial Number for 2AF:33 (11-5022),DQIM,CAT II,Low,6/11/14 13:32,6/11/14 13:40,7/9/14 21:09,9/22/14 6:12,A2841010,2GFV00602-0065,25
A2UN-1-28272240,Update 2GFV00602-0066 Serial Number for 2AF:33 (11-5022),DQIM,CAT II,Low,6/11/14 13:40,6/11/14 13:48,7/9/14 21:23,9/22/14 3:16,A2841020,2GFV00602-0066,30
A2UN-1-28379833,CAGE code updates for parts due to CV_US SPIR DTR A2UN-1-28036821,DQIM,CAT II,Low,6/12/14 22:48,6/12/14 22:50,11/14/14 21:26,11/14/14 9:26,A,Multiple,0
A2UN-1-28454111,IUID correction to match SAP/I2S.  PN 2FRV14022-0004.  SN 0078.  2BF:0008/168059,DQIM,CAT II,Medium,6/16/14 19:41,6/16/14 19:58,7/9/14 21:23,9/22/14 3:15,A3420018,2FRV14022-0004,78
A2UN-1-28485021,Update 2VSH31223-0003 Serial Number for 2BF:23 (VK03),DQIM,CAT II,Low,6/17/14 15:40,6/17/14 15:56,6/24/14 18:33,9/8/14 1:52,A5255339,2VSH31223-0003,30
A2UN-1-28574691,Update 2GFV00702-0003 Serial Number for 2AF:39 (11-5028),DQIM,CAT II,Low,6/19/14 12:57,6/19/14 13:31,7/9/14 21:54,9/22/14 3:15,A2814013,2GFV00702-0003,712
A2UN-1-28819221,Update 2FKH51400-0004 Serial Number for 2AF:42 (11-5031),DQIM,CAT II,Low,6/25/14 21:29,6/25/14 21:52,12/19/14 0:42,0,A5351010,2FKH51400-0004,56
A2UN-1-28886381,Update 2CTV00227-0005 Serial Number for 2AF:17 (09-5004),DQIM,CAT II,Low,6/27/14 13:50,6/27/14 14:09,7/23/14 22:03,10/1/14 3:54,A2191042,2CTV00227-0005,48
A2UN-1-28904621,"Update SN in ALIS, CM AsMx, & EEL on AF20: VPN 124098-3, SN 0100",DQIM,CAT II,Low,6/27/14 18:38,6/27/14 19:29,7/11/14 13:55,9/22/14 3:13,A9431051,124098-3,100
A2UN-1-29055781,Update 2FSV72231-0002 Serial Number for 2BF:35 (VM12),DQIM,CAT II,Low,7/2/14 21:38,7/2/14 21:51,7/23/14 22:02,10/1/14 3:53,A5611316,2FSV72231-0002,32
A2UN-1-29176221,LCN A9512012 part number incorrect for AF31 (11-5020),DQIM,CAT II,High,7/8/14 16:21,7/8/14 16:27,7/23/14 21:59,10/1/14 3:53,A9512012,2FCH56790-0001,0
A2UN-1-29176641,LCN A9512012 part number incorrect for AF32 (11-5021),DQIM,CAT II,High,7/8/14 16:27,7/8/14 16:28,9/11/14 22:49,0,A9512012,2FCH56790-0001,0
A2UN-1-29176701,LCN A9512012 part number incorrect for AF33 (11-5022),DQIM,CAT II,High,7/8/14 16:29,7/8/14 16:30,7/23/14 21:52,10/1/14 3:53,A9512012,2FCH56790-0001,0
A2UN-1-29427331,Need Material Number A22900020001 loaded in IFS to support an AOG at Eglin for 2BF:0009/168060.,DQIM,CAT I,Low,7/15/14 20:32,7/15/14 20:38,7/17/14 16:13,9/22/14 3:10,A,A22900020001,0
A2UN-1-29828533,Update 2GFV00702-0001 Serial Number for 2AF:38 (11-5027),DQIM,CAT II,Low,7/28/14 14:54,7/28/14 15:09,11/20/14 22:57,0,A2822011,2GFV00702-0001,372
A2UN-1-29943281,Need IPP SN 0211 EEL returned to LDM for sub-component SN correction (2AF:0043/11-5032).,DQIM,CAT I,Low,7/30/14 21:18,7/30/14 21:21,8/4/14 13:57,10/6/14 1:38,A2111010,3800796-8,211
A2UN-1-30114931,Update 2GFV00212-0001 Serial Number for 2AF:44 (11-5033),DQIM,CAT II,Low,8/5/14 17:20,8/5/14 17:32,8/26/14 21:48,10/15/14 6:49,A2826030,2GFV00212-0001,277
A2UN-1-30129101,Update 2FCH75034-0003 Date of Manufacture for 2AF:43 (11-5032),DQIM,CAT II,Low,8/5/14 20:16,8/5/14 20:44,9/30/14 22:12,0,A9522022,2FCH75034-0003,2704
A2UN-1-30657441,AF51 part removals prior to ferry,DQIM,CAT II,High,8/19/14 16:15,8/19/14 16:22,12/17/14 21:46,0,A,2MZH08010-0034,1147168
A2UN-1-31031371,Update 2CHH51543-0003 Serial Number for 2AF:41 (11-5030),DQIM,CAT II,Low,8/28/14 13:22,8/28/14 13:41,11/20/14 22:56,0,A9421085,2CHH51543-0003,116
A2UN-1-31277059,"Update SN on CF13/168844 PN:2CSH00164-3023, CAGE:76283, SN:AA00028078",DQIM,CAT II,Medium,9/4/14 22:46,9/4/14 22:50,9/8/14 13:28,10/23/14 2:54,A5232107,2CSH00164-3023,0
A2UN-1-31280211,"Update SN on AF52/11-5041 PN:2CSH00164-3023, CAGE:76283, SN:2AF0052-UNK-5232107",DQIM,CAT II,Medium,9/4/14 22:50,9/4/14 22:55,1/14/15 17:51,0,A5232107,2CSH00164-3023,0
A2UN-1-31445973,Update 2CEH00044-0001 Serial Number for 2AF:28 (10-5016),DQIM,CAT II,Low,9/9/14 21:01,9/9/14 21:17,1/20/15 15:42,0,A2432040,2CEH00044-0001,3036697
A2UN-1-31470673,SSK Drawing Correction,DQIM,CAT II,Medium,9/10/14 13:54,9/11/14 17:42,8/19/16 20:48,0,A95,0,0
A2UN-1-31487621,F35-AAA-A9511014000-720A-A,Supply Chain,CAT II,Medium,9/10/14 16:55,9/10/14 17:15,12/15/14 16:39,12/15/14 4:39,A9511010,MBEU250008-4.5,1133958
A2UN-1-32113833,DQIM is introducing invalid UTF-8 characters into CMMS,DQIM,CAT II,Low,9/24/14 18:53,9/24/14 19:33,10/1/14 17:56,0,E9400030,0,0
A2UN-1-32696356,"Serial Number Update on 2AF:0039/11-5028 for PN: 2ZKH33010-0020, MFR PN: 215K988G07, SN: 0020355",DQIM,CAT II,Medium,10/8/14 23:37,10/8/14 23:40,10/15/14 18:57,0,A9930011,2ZKH33010-0020,20355
A2UN-1-32696665,"Serial Number Update on 2AF:0040/11-5029 for PN: 2ZCH66500-0418, MFR PN: 434400-135, SN: 3093",DQIM,CAT II,Medium,10/8/14 23:41,10/8/14 23:43,10/15/14 18:55,0,A4236020,2ZCH66500-0418,3093
A2UN-1-32718881,Update Manufacture Dates of Seat Components for 2AN:2 (F-002),DQIM,CAT II,Low,10/9/14 12:45,10/9/14 13:49,12/18/14 13:51,0,A9511020,2FCH56775-0023,97
A2UN-1-34243861,"Serial Number Update on 2AF:0041/11-5030 for PN: 2GHH41028-0001, MFR PN: 6317A000, SN: 0095 and 0098",DQIM,CAT II,Medium,11/18/14 0:32,11/18/14 0:38,1/14/15 22:59,0,A2851012,2GHH41028-0001,0
A2UN-1-34602826,JTD applicabitity ranges donot include UNK serial numbers,DQIM,CAT II,High,11/25/14 17:46,11/25/14 17:52,8/13/15 19:18,0,DQIM,0,0
A2UN-1-34986101,Update 2ZKH41184-0005 Serial Number for 2BK:3 (ZM137),DQIM,CAT II,Low,12/8/14 20:18,12/8/14 20:30,6/1/15 15:05,6/1/15 3:05,A4811030,2ZKH41184-0005,83
A2UN-1-35421701,Update 2GFV00303-0001 Serial Number for 2BF:19 (VK15),DQIM,CAT II,Low,12/18/14 15:40,12/18/14 16:04,4/15/15 21:30,0,A2821022,2GFV00303-0001,811
A2UN-1-35556743,Updated AU2 LO Defects file,DQIM,CAT II,High,12/22/14 21:36,1/21/15 20:44,8/25/15 18:51,5/23/16 22:29,A,2MZH08010-0037,1154868
A2UN-1-35743001,Update 2FCH56714-0010 Serial Number for 2CF:18 (NJ113),DQIM,CAT II,Low,1/6/15 14:20,1/6/15 14:43,1/9/15 17:13,0,A9512013,2FCH56714-0010,0
A2UN-1-35803653,"Update 2CSH00164-3023 Serial Number for 2AU:2 (12-5061, A35-002)",DQIM,CAT II,Low,1/7/15 16:28,1/7/15 16:43,1/9/15 17:11,1/0/00 0:00,A5232107,2CSH00164-3023,1/0/00 0:00
A2UN-1-36407491,Update 2WSH23204-0002 Serial Number for 2CF:19 (NJ114),DQIM,CAT II,Low,1/21/15 21:04,1/21/15 21:17,1/22/15 16:18,0,A5714643,2WSH23204-0002,0
A2UN-1-36669661,Update 2WTV00301-0001 Serial Number for 2BF:38 (VM10),DQIM,CAT II,Low,1/27/15 20:19,1/27/15 20:39,2/16/15 18:41,1/0/00 0:00,A2112040,2WTV00301-0001,172
A2UN-1-36670196,Update 2CHH91130-3017 Serial Number for 2BF:38 (VM10),DQIM,CAT II,Low,1/27/15 20:48,1/27/15 21:06,2/16/15 21:47,0,A8692031,2CHH91130-3017,0
A2UN-1-37095421,Update 2ZCH66000-0106 Serial Number for 2CF:17 (NJ112),DQIM,CAT II,Low,2/3/15 15:09,2/3/15 15:25,3/20/15 22:08,1/0/00 0:00,A4236010,2ZCH66000-0106,3132
A2UN-1-37306021,PN: SFRH11017-0006 Not Approved For Use on CTOL A/C,DQIM,CAT II,Low,2/9/15 22:03,2/9/15 22:12,2/9/15 22:16,0,A3410011,SFRH11017-0006,676
A2UN-1-37418921,Update 2WSH53652-0018 Serial Number for 2AF:54 (12-5043),DQIM,CAT II,Low,2/11/15 20:52,2/11/15 21:06,5/27/15 19:01,1/0/00 0:00,A5723014,2WSH53652-0018,1/0/00 0:00
A2UN-1-37593471,ALIS translator is in error and not concurrent with the F35 provisioning DB,DQIM,CAT II,Medium,2/17/15 15:44,2/17/15 15:56,12/21/15 17:33,1/14/16 23:39,ALIS,0,0
A2UN-1-37949621,Map PN A1342002003-32 to LCN A4233110 & A4233120 for BF6-37 in support of F35-AAB-A2100000005-939A-L,DQIM,CAT II,High,2/25/15 16:06,3/2/15 20:49,3/18/15 22:39,3/18/15 10:39,A4233110,A1342002003-32,0
A2UN-1-37966011,"PN LOAD TO SUPPOR TO SDN C000004128,A",DQIM,CAT II,High,2/25/15 18:37,2/25/15 18:43,4/16/15 20:02,1/0/00 0:00,A4233110,A1342002003-32,1/0/00 0:00
A2UN-1-38342171,BF-16 Panel 4407,DQIM,CAT I,Low,3/6/15 19:52,3/6/15 20:03,3/10/15 13:40,8/21/15 21:20,A52,0,0
A2UN-1-38349011,CHANGE BOM FOR BF-19 PNL 2340,DQIM,CAT I,Low,3/6/15 20:49,3/6/15 21:16,3/7/15 0:34,0,A52,2ZJH41010-0001,0
A2UN-1-38352041,CHANGE IN BOM FOR BF-19 PNL 3304,DQIM,CAT I,Low,3/6/15 21:20,3/25/15 14:32,4/16/15 13:08,0,A52,22ZJH410020-0001,34
A2UN-1-38352661,Change BOM for BF-19 panel 2106 to read Part Number 2ZJH41100-0001 and Serial Number 0035,DQIM,CAT I,Low,3/6/15 21:31,3/25/15 14:36,4/16/15 13:11,1/0/00 0:00,A52,2ZJH41100-0001,1/0/00 0:00
A2UN-1-38352955,CHANGE BOM FOR BF-19 PNL 2105,DQIM,CAT I,Low,3/6/15 21:34,3/25/15 14:39,4/16/15 13:01,1/0/00 0:00,A52,2ZJH41120-0001,13
A2UN-1-38353439,Change BOM for BF-20 panel number 2340,DQIM,CAT I,Low,3/6/15 21:43,3/25/15 14:29,4/16/15 13:15,1/0/00 0:00,A52,2ZJH41010-0001,14
A2UN-1-38353441,Change BOM for BF-19 panel 2116 to read Part Number 2ZJH41130-0001 and Serial Number 0041.,DQIM,CAT I,Low,3/6/15 21:39,3/25/15 14:40,4/16/15 13:09,1/0/00 0:00,A52,2ZJH41130-0001,1/0/00 0:00
A2UN-1-38353553,Change BOM for BF-20 panel number 3304 to read part number:2ZJH41020-0001 and serial number 0036,DQIM,CAT I,Low,3/6/15 21:43,3/25/15 14:34,4/16/15 13:19,1/0/00 0:00,A52,2ZJH41020-0001,1/0/00 0:00
A2UN-1-38353776,Change BOM for BF-20 panel number 2106,DQIM,CAT I,Low,3/6/15 21:48,3/25/15 14:37,4/16/15 13:13,1/0/00 0:00,A52,2ZJH41100-0001,15
A2UN-1-38353868,CHANGE BOM FOR BF-20 PANEL NUMBER 2105 TO READ PART NUMBER 2XJH41120-001 AND SERIALNUMBER 0015.,DQIM,CAT I,Low,3/6/15 21:56,3/6/15 22:00,4/16/15 13:16,1/0/00 0:00,A52,2ZJH41120-0001,1/0/00 0:00
A2UN-1-38354771,Change BOM for BF-20 panel number 2116 to read part 2ZJH41130-0001 and serial number 0040.,DQIM,CAT I,Low,3/6/15 22:15,3/6/15 22:25,3/12/15 13:38,1/0/00 0:00,A52,2ZJH41130-0001,40
A2UN-1-38417796,Update 2WSH91003-0001 Serial Number for 2CF:14 (NJ107),DQIM,CAT II,Low,3/9/15 20:28,3/9/15 20:55,3/11/15 23:05,1/0/00 0:00,A5725611,2WSH91003-00001,3250000015
A2UN-1-38425711,Load PNs for engine stage 3 stator fix mod,DQIM,CAT II,High,3/9/15 21:48,3/9/15 22:05,3/18/15 22:28,1/0/00 0:00,A,Multiple,1/0/00 0:00
A2UN-1-38425965,SN update for part number 2ZKH75030-0001 at LCN A9912108 on 2BF:0040,DQIM,CAT II,High,3/9/15 22:09,3/9/15 22:14,3/11/15 19:38,1/0/00 0:00,A9912108,2ZKH75030-0001,3031
A2UN-1-38509401,Update 2ESH00371-0001 Serial Number for 2CF:19 (NJ114),DQIM,CAT II,Low,3/11/15 13:37,3/11/15 13:53,5/11/15 19:33,1/0/00 0:00,A5264330,2ESH00371-0001,1/0/00 0:00
A2UN-1-38522601,"Serial Number update on 2BF-37, PN: 20283-0319, SN 0057 at LCN A2845020.",DQIM,CAT II,High,3/11/15 16:55,3/11/15 18:04,9/11/15 19:16,1/0/00 0:00,A2845020,20283-0319,57
A2UN-1-38528866,"Serial Number update on 2AF-20, PN: 8391915-10, SN 05079 at LCN A9911011.",DQIM,CAT II,High,3/11/15 18:05,3/11/15 18:11,6/16/15 21:52,1/0/00 0:00,A9911011,8391915-10,5079
A2UN-1-38601071,Date of Manufacture (DOM) choronologically after Date of Install (DOI) results in AVDH EEL alerts.,DQIM,CAT II,High,3/12/15 20:06,3/12/15 20:11,7/27/16 2:02,1/0/00 0:00,A,0,1/0/00 0:00
A2UN-1-38751261,Serial number update on CF14,DQIM,CAT II,Medium,3/18/15 16:45,3/23/15 19:59,6/2/15 19:53,6/9/15 13:11,A4236010,2ZCH66000-0106,3134
A2UN-1-38827391,BF25 EOTS Assy replacement in Fort Worth prior to ferry omitted from ALIS,DQIM,CAT II,High,3/19/15 22:20,6/3/15 22:46,8/3/15 19:52,1/0/00 0:00,A,2ZKH33110-0012,10059
A2UN-1-38906951,UK_17(R)_BK2_AVIONICS_19MAR15_322.47_270 VOLT BATTERY CHARGER CONTROL UNIT TCTD,DQIM,CAT I,Low,3/23/15 16:30,3/23/15 16:36,3/30/15 22:30,6/11/15 12:59,A2432011,2CEH00056-0008,0
A2UN-1-39379331,Update 2ZAV44702-0005 Serial Number for 2AF:63 (12-5052),DQIM,CAT II,Low,4/1/15 14:37,4/1/15 15:02,6/14/15 22:23,1/0/00 0:00,A9431022,2ZAV44702-0005,109
A2UN-1-39381070,Update 2ZAV44703-0005 Serial Number for 2AF:63 (12-5052),DQIM,CAT II,Low,4/1/15 15:02,4/1/15 15:10,4/15/15 23:05,1/0/00 0:00,A9431013,2ZAV44703-0005,99
A2UN-1-39381669,Update 2CTV00501-0001 Serial Number for 2BF:23 (VK03),DQIM,CAT II,Low,4/1/15 15:23,4/1/15 15:36,7/9/15 15:15,1/0/00 0:00,A3080020,2CTV00501-0001,176
A2UN-1-39495011,(SFN) Inconsistent Lifing Data discovered,DQIM,CAT I,High,4/2/15 22:19,4/2/15 22:43,5/19/15 22:50,1/0/00 0:00,DQIM,0,1/0/00 0:00
A2UN-1-39510381,Request DQIM expedited DTR processing Š—– SMR code change ATLAS to  ALIS,DQIM,CAT II,High,4/3/15 15:43,4/3/15 15:51,6/16/15 19:51,9/1/15 19:13,A2181035,"020941-01, 020941-02",0
A2UN-1-39655931,"Request PN G241930001 add to both ATLAS and ALIS, work stoppage",DQIM,CAT I,Medium,4/7/15 20:48,4/7/15 21:05,4/10/15 18:55,9/1/15 19:12,F315,0,0
A2UN-1-39707561,LCN and Part Number Updates to BF35-37 due to the OBIGGS modification,DQIM,CAT I,Medium,4/8/15 18:55,4/9/15 21:38,4/10/15 19:18,1/0/00 0:00,A,0,1/0/00 0:00
A2UN-1-39710167,(AF-52) Add Battery Charger Control Unit (BCCU) P/N 2CEH00056-0008 to Modification Baseline Document,DQIM,CAT II,Low,4/8/15 19:33,4/8/15 21:40,8/6/15 20:40,1/0/00 0:00,A2432011,2CEH00056-0008,1/0/00 0:00
A2UN-1-39945701,Update 2CSH30143-5007 Serial Number for 2BF:35 (VM12),DQIM,CAT II,Low,4/13/15 15:45,4/13/15 16:07,7/9/15 15:14,1/0/00 0:00,A5297312,2CSH30143-5007,8
A2UN-1-39957501,SFRH11017-0005,Supply Chain,CAT II,High,4/13/15 18:18,8/4/15 20:38,8/4/15 20:40,8/4/15 20:40,A52,2FRH11017-0005,0
A2UN-1-39959933,SFRV12044-0003,Supply Chain,CAT II,High,4/13/15 18:30,8/4/15 20:27,8/4/15 20:35,8/4/15 20:35,A52,2FRV12044-0003,0
A2UN-1-39981674,"Request SBD PN: 2RDF00250-0024 be loaded for EDW OT, 2AF:0031-0032",DQIM,CAT II,High,4/13/15 22:15,4/13/15 22:53,4/14/15 16:36,1/0/00 0:00,A0310010,2RDF00250-0024,1/0/00 0:00
A2UN-1-39998599,AF26 EOTS Assy replacement in Fort Worth prior to ferry omitted from ALIS,DQIM,CAT II,High,4/14/15 13:25,6/3/15 22:45,11/17/16 21:29,1/0/00 0:00,A,2ZKH33110-0012,10058
A2UN-1-40000023,AF57 EOTS Assy replacement in Fort Worth prior to ferry omitted from ALIS,DQIM,CAT II,High,4/14/15 13:36,6/3/15 15:52,6/16/15 20:07,1/0/00 0:00,A,2ZKH33110-0012,10016
A2UN-1-40129081,DAS Sensor TCTD - Add PN 215K988G08 / 2ZKH33010-0021 to 2BF,DQIM,CAT II,High,4/16/15 1:13,4/22/15 22:41,4/23/15 22:45,1/0/00 0:00,A9930011,215K988G08,1/0/00 0:00
A2UN-1-40144351,Update 2CSH20400-5007 Serial Number for 2CF:19 (NJ114),DQIM,CAT II,Low,4/16/15 13:59,4/16/15 14:31,5/11/15 21:53,1/0/00 0:00,A5222342,2CSH20400-5007,1/0/00 0:00
A2UN-1-40147004,Update 2CSH20400-5007 Serial Number for 2CF:20 (NJ115),DQIM,CAT II,Low,4/16/15 14:32,4/16/15 14:46,5/11/15 21:56,1/0/00 0:00,A5222342,2CSH20400-5007,1/0/00 0:00
A2UN-1-40147373,Update 2CSH20400-5007 Serial Number for 2CF:21 (NJ116),DQIM,CAT II,Low,4/16/15 14:52,4/16/15 14:58,5/11/15 21:57,1/0/00 0:00,A5222342,2CSH20400-5007,1/0/00 0:00
A2UN-1-40199823,Remove Obsolete LCNs from USMC IOC a/c due to OBBIGS mod.,DQIM,CAT II,High,4/17/15 15:43,4/17/15 16:32,6/29/15 22:21,1/0/00 0:00,A2871011,0,1/0/00 0:00
A2UN-1-40554673,Update 2WSH43525-0003 Serial Number for 2AF:63 (12-5052),DQIM,CAT II,Low,4/27/15 14:43,4/27/15 14:58,8/11/15 19:03,1/0/00 0:00,A5711043,2WSH43525-0003,1/0/00 0:00
A2UN-1-40621691,ADD PN 70721880-1 and remove PN 70721880-2 from ALIS,DQIM,CAT II,High,4/28/15 14:27,4/28/15 14:47,9/22/15 15:58,9/25/15 17:51,ALIS,0,1/0/00 0:00
A2UN-1-40662181,Update 2VSH56617-0003 Serial Number for 2CF:19 (NJ114),DQIM,CAT II,Low,4/28/15 21:08,4/28/15 21:22,5/11/15 23:05,1/0/00 0:00,A5286194,2VSH56617-0003,31
A2UN-1-41041850,ALIS SPIR Overlay Serialization Corrections,DQIM,CAT II,High,5/7/15 1:32,7/23/15 20:14,8/27/15 22:06,1/0/00 0:00,A,0,1/0/00 0:00
A2UN-1-41462719,Pre-emptive update to LRIP sites to correct Default DOM and DOI on various parts and EEL.,DQIM,CAT II,High,5/15/15 23:45,7/23/15 20:14,0,1/0/00 0:00,A,Multi,1/0/00 0:00
A2UN-1-41647251,Update 2ZKH31020-0010 Serial Number for 2AU:1 (12-5060),DQIM,CAT II,Low,5/20/15 17:46,5/20/15 18:01,5/27/15 18:07,1/0/00 0:00,A9930022,2ZKH31020-0010,1105
A2UN-1-41649436,Update 2ZKH31020-0010 Serial Number for 2CF:22 (NJ117),DQIM,CAT II,Low,5/20/15 18:01,5/20/15 18:13,8/10/15 14:39,1/0/00 0:00,A9930022,2ZKH31020-0010,1/0/00 0:00
A2UN-1-42103431,ATQA approval for LRIP 4 to install the 2FRV11002-0007 instead of the 2FRV11002-0006 per the SDN,DQIM,CAT II,High,6/2/15 18:45,6/2/15 18:54,8/27/15 16:15,9/1/15 19:10,ALIS,MULTIPLE,1/0/00 0:00
A2UN-1-42108091,Update 2ZKH61020-0028 Serial Number for 2AF:68 (12-5057),DQIM,CAT II,Low,6/2/15 19:45,6/2/15 20:02,9/22/15 18:47,1/0/00 0:00,A5732014102,2ZKH61020-0028,549
A2UN-1-42109661,Update 2CSH30143-5007 Serial Number for 2AF:52 (11-5041),DQIM,CAT II,Low,6/2/15 20:12,6/2/15 20:27,11/5/15 17:52,1/0/00 0:00,A5297312,2CSH30143-5007,35
A2UN-1-42123021,Part data Loading due to release of CTOL_NL Mod Baseline Rev J,DQIM,CAT I,Medium,6/3/15 0:03,6/3/15 15:43,6/10/15 21:44,8/17/17 15:21,A,0,0
A2UN-1-42141730,BF37 Lift Fan Driveshaft replacement in Fort Worth prior to ferry omitted from ALIS,DQIM,CAT II,Medium,6/3/15 14:54,6/3/15 22:43,6/29/15 22:11,1/0/00 0:00,C8620010,JS30692,1/0/00 0:00
A2UN-1-42178391,Single Downer AOG - AU1 needs engineering coverage to use 2FSH71716-0004,Supply Chain,CAT I,Low,6/3/15 21:09,6/3/15 21:13,6/24/15 13:35,8/4/15 20:42,Default,2FSH71716-0004,0
A2UN-1-42240221,Re-Create PFE Part data using alter0te Cage Code: 6VT56,DQIM,CAT II,High,6/4/15 22:23,7/23/15 20:13,9/14/15 19:11,1/0/00 0:00,A,0,1/0/00 0:00
A2UN-1-42313491,LRIP 4 SDN for coated -0005 to -0006 conversion,DQIM,CAT II,High,6/8/15 18:39,6/8/15 18:43,7/12/16 15:00,8/16/16 19:56,ALIS,0,0
A2UN-1-42608391,Load Engine Cart Fitting PNs due to TCTD.,DQIM,CAT II,High,6/15/15 17:03,6/15/15 22:02,6/29/15 22:10,0,A,"2WSH42560-0004, 2WSH42560-0005, 2WSH42561-0004, 2WSH42561-0005",1/0/00 0:00
A2UN-1-42618921,Request to add PN JS30764 to ALIS,DQIM,CAT II,High,6/15/15 18:16,6/15/15 18:23,7/10/15 15:00,1/0/00 0:00,C86,JS30764 and 4136051,1/0/00 0:00
A2UN-1-42823111,"Update 2ZKH63020-0006 Serial Number for 2CF:06 (168733, NJ101)",DQIM,CAT II,Low,6/22/15 15:06,6/22/15 15:28,7/13/15 16:56,1/0/00 0:00,A9911012,2ZKH63020-0006,5058
